budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
0,Bellwether Pictures,USA,Joss Whedon,Comedy,4327763,Much Ado About Nothing,PG-13,19/7/2013,109,7.2,Alexis Denisof,14679,Joss Whedon,2012
15000000,Focus Features,USA,Gus Van Sant,Drama,7597898,Promised Land,R,4/1/2013,100,6.6,Matt Damon,32248,John Krasinski,2012
2900000,Milk & Media,USA,Ry˚hei Kitamura,Horror,72140,No One Lives,R,10/5/2013,86,6,Luke Evans,14844,David Cohen,2012
14000000,Paramount Pictures,USA,Josh Schwartz,Adventure,9402410,Fun Size,PG-13,26/10/2012,86,5.4,Victoria Justice,12027,Max Werner,2012
5000000,Paramount Pictures,USA,Henry Joost,Horror,53921300,Paranormal Activity 4,R,19/10/2012,88,4.6,Stephen Dunham,54344,Christopher Landon,2012
55000000,Columbia Pictures,UK,Peter Lord,Animation,31051126,The Pirates! Band of Misfits,PG,27/4/2012,88,6.7,Hugh Grant,38842,Gideon Defoe,2012
30000000,Columbia Pictures,USA,David Frankel,Comedy,63536011,Hope Springs,PG-13,8/8/2012,100,6.3,Meryl Streep,36501,Vanessa Taylor,2012
750000,Prototype,USA,William Brent Bell,Horror,53261944,The Devil Inside,R,6/1/2012,83,4.2,Fernanda Andrade,31857,William Brent Bell,2012
0,Automatik Entertainment,USA,Barry Levinson,Horror,30474,The Bay,R,12/7/2013,84,5.6,Will Rogers,21608,Michael Wallach,2012
6000000,Red Crown Productions,USA,Scott McGehee,Drama,1065000,What Maisie Knew,R,3/5/2013,93,7.5,Julianne Moore,23509,Nancy Doyne,2012
25000000,Twentieth Century Fox Film Corporation,USA,Andy Fickman,Comedy,77267296,Parental Guidance,PG,25/12/2012,105,6.1,Billy Crystal,22401,Lisa Addario,2012
850000,AdScott Pictures,USA,Jamie Travis,Comedy,1243961,"For a Good Time, Call...",R,2/11/2012,88,6,Ari Graynor,14242,Lauren Miller,2012
0,Redwave Films,UK,Declan Donnellan,Drama,119919,Bel Ami,R,12/10/2012,102,5.4,Robert Pattinson,16219,Guy de Maupassant,2012
11000000,Headline Pictures,UK,Dustin Hoffman,Comedy,18390117,Quartet,PG-13,1/3/2013,94,6.8,Maggie Smith,16807,Ronald Harwood,2012
40000000,Paramount Pictures,USA,Anne Fletcher,Comedy,37134215,The Guilt Trip,PG-13,19/12/2012,95,5.8,Barbra Streisand,32039,Dan Fogelman,2012
11500000,Foresight Unlimited,USA,John Hyams,Action,5460,Universal Soldier: Day of Reckoning,R,25/10/2012,114,5,Jean-Claude Van Damme,17118,John Hyams,2012
40000000,DreamWorks,USA,Brian Robbins,Comedy,18438149,A Thousand Words,PG-13,9/3/2012,91,5.9,Eddie Murphy,33384,Steve Koren,2012
0,Magnolia Pictures,USA,Rob Reiner,Comedy,100910,The Magic of Belle Isle,PG,6/7/2012,109,7,Morgan Freeman,14538,Guy Thomas,2012
6000000,NALA Films,USA,Matt Piedmont,Comedy,5895238,Casa de mi Padre,R,11/5/2012,100,5.5,Will Ferrell,18126,Andrew Steele,2012
25000000,Alcon Entertainment,USA,Todd Graff,Comedy,30920167,Joyful Noise,PG-13,13/1/2012,100,5.7,Queen Latifah,7044,Todd Graff,2012
16000000,Lucky Monkey Pictures,USA,Amy Heckerling,Comedy,2964,Vamps,PG-13,2/11/2012,92,5.1,Alicia Silverstone,8112,Amy Heckerling,2012
0,Vertigo Films,UK,Nick Love,Action,26345,The Sweeney,R,1/3/2013,112,6.1,Ray Winstone,17275,Nick Love,2012
500000,Super Crispy Entertainment,USA,James Ponsoldt,Drama,375981,Smashed,R,14/12/2012,81,6.8,Mary Elizabeth Winstead,14537,Susan Burke,2012
17000000,Warner Bros.,USA,Todd Lincoln,Horror,4930798,The Apparition,PG-13,24/8/2012,83,4.1,Ashley Greene,17172,Todd Lincoln,2012
26350000,Emmett/Furla/Oasis Films (EFO Films),USA,Stephen Frears,Comedy,20998,Lay the Favorite,R,22/6/2012,94,4.8,Rebecca Hall,9388,D.V. DeVincentis,2012
0,StudioCanal,UK,Ben Wheatley,Adventure,35722,Sightseers,NOT RATED,10/5/2013,88,6.5,Alice Lowe,22742,Alice Lowe,2012
0,Entertainment One,UK,Ken Loach,Comedy,304357,The Angels' Share,Not specified,1/6/2012,101,7,Paul Brannigan,19767,Paul Laverty,2012
0,Paragraph Pictures,Canada,Joan Carr-Wiggin,Comedy,9222,If I Were You,R,10/1/2012,115,7,Marcia Gay Harden,1410,Joan Carr-Wiggin,2012
0,BBC Films,UK,James Marsh,Drama,99134,Shadow Dancer,R,24/8/2012,101,6.2,Clive Owen,10685,Tom Bradby,2012
20000000,"Tyler Perry Company, The",USA,Tyler Perry,Comedy,65653242,Madea's Witness Protection,PG-13,29/6/2012,100,4.9,Tyler Perry,7957,Tyler Perry,2012
0,Adventure Pictures,UK,Sally Potter,Drama,1005700,Ginger & Rosa,PG-13,21/6/2013,90,6.3,Elle Fanning,8755,Sally Potter,2012
0,Cine Mosaic,USA,Mira Nair,Drama,519535,The Reluctant Fundamentalist,R,3/5/2013,130,6.9,Riz Ahmed,11537,Javed Akhtar,2012
0,Black Bear Pictures,USA,Ramin Bahrani,Drama,379791,At Any Price,R,1/5/2013,105,5.7,Dennis Quaid,6237,Ramin Bahrani,2012
0,Focus Features,USA,Paul Weitz,Drama,526322,Being Flynn,R,19/4/2013,100,6.4,Paul Dano,14873,Paul Weitz,2012
3000000,Gold Circle Films,USA,David Brooks,Horror,2034,ATM,R,2/3/2012,90,4.7,Alice Eve,20140,Chris Sparling,2012
20000000,Chase Films,USA,David Chase,Drama,607327,Not Fade Away,R,19/7/2013,100,6,John Magaro,3860,David Chase,2012
0,Gilbert Films,USA,Michael Mohan,Comedy,3755,Save the Date,R,8/11/2012,97,5.8,Lizzy Caplan,6241,Jeffrey Brown,2012
3000000,2929 Productions,USA,Tim Heidecker,Comedy,200803,Tim and Eric's Billion Dollar Movie,R,27/1/2012,93,5.3,Tim Heidecker,8478,Tim Heidecker,2012
2000000,Sobras International Pictures,USA,Nicol·s LÛpez,Action,40179,Aftershock,R,12/6/2014,89,4.8,Eli Roth,9333,Nicol·s LÛpez,2012
0,Permut Presentations,USA,Brian Dannelly,Comedy,22930,Struck by Lightning,NOT RATED,11/1/2013,90,6.3,Chris Colfer,13513,Chris Colfer,2012
0,Daybreak Pictures,UK,Roger Michell,Biography,6367780,Hyde Park on Hudson,R,1/2/2013,94,5.9,Bill Murray,9985,Richard Nelson,2012
7980000,Cocktail Film,UK,Homi Adajania,Comedy,1027121,Cocktail,NOT RATED,13/7/2012,146,6.2,Saif Ali Khan,10931,Imtiaz Ali,2012
0,Opening Night Productions,USA,Yaron Zilberman,Drama,1561577,A Late Quartet,R,23/11/2012,105,7.1,Philip Seymour Hoffman,12008,Seth Grossman,2012
100000000,Red Granite Pictures,USA,Martin Scorsese,Biography,116900694,The Wolf of Wall Street,R,25/12/2013,180,8.2,Leonardo DiCaprio,895552,Terence Winter,2013
20000000,New Line Cinema,USA,James Wan,Horror,137400141,The Conjuring,R,19/7/2013,112,7.5,Patrick Wilson,342870,Chad Hayes,2013
46000000,Alcon Entertainment,USA,Denis Villeneuve,Crime,61002302,Prisoners,R,20/9/2013,153,8.1,Hugh Jackman,449489,Aaron Guzikowski,2013
150000000,Walt Disney Animation Studios,USA,Chris Buck,Animation,400738009,Frozen,PG,27/11/2013,102,7.5,Kristen Bell,464149,Jennifer Lee,2013
75000000,Summit Entertainment,USA,Louis Leterrier,Crime,117723989,Now You See Me,PG-13,31/5/2013,115,7.3,Jesse Eisenberg,505432,Ed Solomon,2013
20000000,Universal Pictures,Canada,Andy Muschietti,Horror,71628180,Mam·,PG-13,18/1/2013,100,6.2,Jessica Chastain,146508,Andy Muschietti,2013
23000000,Annapurna Pictures,USA,Spike Jonze,Drama,25568251,Her,R,10/1/2014,126,8,Joaquin Phoenix,404796,Spike Jonze,2013
225000000,Warner Bros.,USA,Zack Snyder,Action,291045518,Man of Steel,PG-13,14/6/2013,143,7.1,Henry Cavill,590734,David S. Goyer,2013
37000000,New Line Cinema,USA,Rawson Marshall Thurber,Comedy,150394119,We're the Millers,R,7/8/2013,110,7,Jason Sudeikis,342500,Bob Fisher,2013
105000000,Warner Bros.,Australia,Baz Luhrmann,Drama,144840419,El gran Gatsby,PG-13,10/5/2013,143,7.3,Leonardo DiCaprio,394723,Baz Luhrmann,2013
190000000,Warner Bros.,USA,Guillermo del Toro,Action,101802906,Pacific Rim,PG-13,12/7/2013,131,7,Idris Elba,407588,Travis Beacham,2013
0,PathÈ International,Canada,Denis Villeneuve,Mystery,1007088,Enemigos idÈnticos,R,6/2/2014,91,6.9,Jake Gyllenhaal,117920,JosÈ Saramago,2013
130000000,Color Force,USA,Francis Lawrence,Action,424668047,The Hunger Games: Catching Fire,PG-13,22/11/2013,146,7.6,Jennifer Lawrence,535963,Simon Beaufoy,2013
40000000,Columbia Pictures,USA,David O. Russell,Crime,150117807,American Hustle,R,20/12/2013,138,7.3,Christian Bale,386428,Eric Warren Singer,2013
100000000,Warner Bros.,UK,Alfonso CuarÛn,Drama,274092705,Gravity,PG-13,4/10/2013,91,7.8,Sandra Bullock,638007,Alfonso CuarÛn,2013
20000000,Regency Enterprises,USA,Steve McQueen,Biography,56671993,12 Years a Slave,R,8/11/2013,134,8.1,Chiwetel Ejiofor,503763,John Ridley,2013
190000000,Paramount Pictures,USA,J.J. Abrams,Action,228778661,Star Trek Into Darkness,PG-13,16/5/2013,132,7.8,Chris Pine,423966,Roberto Orci,2013
70000000,Millennium Films,USA,Antoine Fuqua,Action,98925640,Olympus Has Fallen,R,22/3/2013,119,6.5,Gerard Butler,218879,Creighton Rothenberger,2013
120000000,Universal Pictures,USA,Joseph Kosinski,Action,89021735,Oblivion,PG-13,19/4/2013,124,7,Tom Cruise,418811,Karl Gajdusek,2013
5000000,Truth Entertainment (II),USA,Jean-Marc VallÈe,Biography,27298285,Dallas Buyers Club,R,22/11/2013,117,8,Matthew McConaughey,362192,Craig Borten,2013
12000000,Translux,UK,Richard Curtis,Comedy,15322921,About Time,R,8/11/2013,123,7.8,Domhnall Gleeson,228554,Richard Curtis,2013
190000000,Paramount Pictures,USA,Marc Forster,Action,202359711,World War Z,PG-13,21/6/2013,116,7,Brad Pitt,507319,Matthew Michael Carnahan,2013
60000000,Warner Bros.,USA,Ruben Fleischer,Action,46000903,Gangster Squad,R,11/1/2013,113,6.7,Sean Penn,184266,Will Beall,2013
40000000,Film 44,USA,Peter Berg,Action,125095601,Lone Survivor,R,10/1/2014,121,7.5,Mark Wahlberg,224829,Peter Berg,2013
30000000,Metro-Goldwyn-Mayer (MGM),USA,Kimberly Peirce,Drama,35266619,Carrie,R,18/10/2013,100,5.9,ChloÎ Grace Moretz,115826,Lawrence D. Cohen,2013
170000000,Marvel Studios,USA,Alan Taylor,Action,206362140,Thor: The Dark World,PG-13,8/11/2013,112,7,Chris Hemsworth,456007,Christopher Yost,2013
38000000,Exclusive Media Group,UK,Ron Howard,Action,26947624,Rush,R,27/9/2013,123,8.1,Daniel Br¸hl,349811,Peter Morgan,2013
32000000,Columbia Pictures,USA,Evan Goldberg,Comedy,101470202,This Is the End,R,12/6/2013,107,6.6,James Franco,334845,Seth Rogen,2013
160000000,Universal Pictures,USA,Justin Lin,Action,238679850,Fast & Furious 6,PG-13,24/5/2013,130,7.1,Vin Diesel,324918,Chris Morgan,2013
6000000,Worldview Entertainment,USA,Eli Roth,Adventure,7192291,The Green Inferno,R,25/9/2015,100,5.3,Lorenza Izzo,28341,Guillermo Amoedo,2013
80000000,Columbia Pictures,USA,Dennis Dugan,Comedy,133668525,Grown Ups 2,PG-13,12/7/2013,101,5.4,Adam Sandler,117428,Fred Wolf,2013
28000000,Universal Pictures,USA,Jeff Wadlow,Action,28795985,Kick-Ass 2,R,16/8/2013,103,6.6,Aaron Taylor-Johnson,219877,Jeff Wadlow,2013
225000000,Metro-Goldwyn-Mayer (MGM),USA,Peter Jackson,Adventure,258366855,The Hobbit: The Desolation of Smaug,PG-13,13/12/2013,161,7.9,Ian McKellen,524571,Fran Walsh,2013
60000000,Alcon Entertainment,USA,Richard LaGravenese,Drama,19452138,Beautiful Creatures,PG-13,14/2/2013,124,6.2,Alice Englert,73570,Richard LaGravenese,2013
25000000,Fox 2000 Pictures,UK,Ridley Scott,Crime,16973715,The Counsellor,R,25/10/2013,117,5.3,Michael Fassbender,86494,Cormac McCarthy,2013
17000000,TriStar Pictures,USA,Fede Alvarez,Fantasy,54239856,Evil Dead,R,5/4/2013,91,6.5,Jane Levy,135944,Fede Alvarez,2013
90000000,Twentieth Century Fox Film Corporation,USA,Ben Stiller,Adventure,58236838,The Secret Life of Walter Mitty,PG,25/12/2013,114,7.3,Ben Stiller,255109,Steve Conrad,2013
115000000,TriStar Pictures,USA,Neill Blomkamp,Action,93050117,Elysium,R,9/8/2013,109,6.6,Matt Damon,366674,Neill Blomkamp,2013
20000000,Universal Pictures,UK,Edgar Wright,Action,26004851,The World's End,R,23/8/2013,109,7,Simon Pegg,207634,Simon Pegg,2013
43000000,Twentieth Century Fox Film Corporation,USA,Paul Feig,Action,159582188,The Heat,R,28/6/2013,117,6.6,Sandra Bullock,142704,Katie Dippold,2013
30000000,EuropaCorp,USA,Luc Besson,Comedy,36918811,The Family,R,13/9/2013,111,6.3,Robert De Niro,95229,Luc Besson,2013
13300000,Film4,UK,Jonathan Glazer,Drama,2605039,Under the Skin,R,14/3/2014,108,6.3,Scarlett Johansson,98496,Walter Campbell,2013
76000000,Universal Pictures,USA,Pierre Coffin,Animation,368061265,Despicable Me 2,PG,3/7/2013,98,7.4,Steve Carell,314045,Cinco Paul,2013
3000000,Voltage Pictures,USA,Joseph Gordon-Levitt,Comedy,24477704,Don Jon,R,27/9/2013,90,6.6,Joseph Gordon-Levitt,203473,Joseph Gordon-Levitt,2013
60000000,Constantin Film,USA,Harald Zwart,Action,31165421,The Mortal Instruments: City of Bones,PG-13,21/8/2013,130,5.9,Lily Collins,114481,Jessica Postigo,2013
30000000,Good Universe,USA,Spike Lee,Action,2162593,Old Boy,R,27/11/2013,104,5.8,Josh Brolin,56204,Garon Tsuchiya,2013
28000000,Relativity Media,USA,Lasse Hallstrˆm,Drama,71349120,Safe Haven,PG-13,14/2/2013,115,6.7,Julianne Hough,87269,Dana Stevens,2013
130000000,Paramount Pictures,USA,Jon M. Chu,Action,122523060,G.I. Joe: Retaliation,PG-13,28/3/2013,110,5.8,Dwayne Johnson,154740,Rhett Reese,2013
6000000,Relativity Media,USA,Elizabeth Banks,Comedy,8828771,Movie 43,R,25/1/2013,94,4.3,Emma Stone,85609,Rocky Russo,2013
50000000,Summit Entertainment,USA,Mikael HÂfstrˆm,Action,25132228,Escape Plan,R,18/10/2013,115,6.7,Sylvester Stallone,192466,Miles Chapman,2013
110000000,OddLot Entertainment,USA,Gavin Hood,Action,61737191,Ender's Game,PG-13,1/11/2013,114,6.7,Harrison Ford,197592,Gavin Hood,2013
22000000,Appian Way,UK,Scott Cooper,Crime,11326836,Out of the Furnace,R,6/12/2013,116,6.8,Christian Bale,90855,Brad Ingelsby,2013
5000000,Relativity Media,USA,Mike Flanagan,Horror,27695246,Oculus,R,11/4/2014,104,6.5,Karen Gillan,95687,Mike Flanagan,2013
26000000,Paramount Pictures,USA,Michael Bay,Action,49875291,Pain & Gain,R,26/4/2013,129,6.5,Mark Wahlberg,172482,Christopher Markus,2013
12000000,Fox Searchlight Pictures,UK,Chan-wook Park,Drama,1702277,Stoker,R,5/4/2013,99,6.8,Mia Wasikowska,90922,Wentworth Miller,2013
135000000,DreamWorks Animation,USA,Kirk De Micco,Animation,187168425,The Croods,PG,22/3/2013,98,7.2,Nicolas Cage,163313,Chris Sanders,2013
45000000,Di Bonaventura Pictures,USA,Jee-woon Kim,Action,12050299,The Last Stand,R,18/1/2013,107,6.4,Arnold Schwarzenegger,120452,Andrew Knauer,2013
50000,Bellanova Films,USA,James Ward Byrkit,Mystery,68877,Coherence,NOT RATED,6/8/2014,89,7.2,Emily Baldoni,71677,James Ward Byrkit,2013
120000000,Twentieth Century Fox Film Corporation,USA,James Mangold,Action,132556852,The Wolverine,PG-13,26/7/2013,126,6.7,Hugh Jackman,364907,Mark Bomback,2013
35000000,Summit Entertainment,USA,Jonathan Levine,Comedy,66380662,Warm Bodies,PG-13,1/2/2013,98,6.9,Nicholas Hoult,196631,Jonathan Levine,2013
20000000,Lionsgate,USA,John Luessenhop,Horror,34341945,Texas Chainsaw 3D,R,4/1/2013,92,4.8,Alexandra Daddario,38083,Adam Marcus,2013
55000000,Scott Rudin Productions,USA,Paul Greengrass,Biography,107100855,Captain Phillips,PG-13,11/10/2013,134,7.8,Tom Hanks,354410,Billy Ray,2013
2500000,Andrew Lauren Productions (ALP),USA,James Ponsoldt,Comedy,6851969,The Spectacular Now,R,13/9/2013,95,7.1,Miles Teller,119642,Scott Neustadter,2013
103000000,Green Hat Films,USA,Todd Phillips,Comedy,112200072,The Hangover Part III,R,23/5/2013,100,5.9,Bradley Cooper,245488,Todd Phillips,2013
58000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,44672764,The Internship,PG-13,7/6/2013,119,6.3,Vince Vaughn,169189,Vince Vaughn,2013
0,Red Granite Pictures,USA,Alexandre Aja,Drama,164480,Horns,R,3/10/2014,120,6.5,Daniel Radcliffe,63156,Keith Bunin,2013
215000000,Walt Disney Pictures,USA,Gore Verbinski,Action,89302115,The Lone Ranger,PG-13,3/7/2013,150,6.5,Johnny Depp,194951,Justin Haythe,2013
215000000,Walt Disney Pictures,USA,Sam Raimi,Adventure,234911825,Oz the Great and Powerful,PG,8/3/2013,130,6.3,James Franco,183680,Mitchell Kapner,2013
16000000,Gaumont,Australia,Anne Fontaine,Drama,317125,Adore,R,25/10/2013,100,6.2,Naomi Watts,26214,Anne Fontaine,2013
200000000,Walt Disney Pictures,USA,Dan Scanlon,Animation,268492764,Monsters University,G,21/6/2013,104,7.3,Billy Crystal,258992,Dan Scanlon,2013
150000000,Columbia Pictures,USA,Roland Emmerich,Action,73103784,White House Down,PG-13,28/6/2013,131,6.4,Channing Tatum,176922,James Vanderbilt,2013
5000000,FilmDistrict,USA,James Wan,Horror,83586447,Insidious: Chapter 2,PG-13,13/9/2013,106,6.6,Patrick Wilson,123320,Leigh Whannell,2013
30000000,Endgame Entertainment,USA,Steven Soderbergh,Crime,32172757,Side Effects,R,8/2/2013,106,7.1,Rooney Mara,157546,Scott Z. Burns,2013
90000000,Fox 2000 Pictures,USA,Thor Freudenthal,Adventure,68559554,Percy Jackson: Sea of Monsters,PG,7/8/2013,106,5.9,Logan Lerman,93908,Marc Guggenheim,2013
0,IM Global,UK,Steven Knight,Drama,1361423,Locke,R,18/4/2014,85,7.1,Tom Hardy,104599,Steven Knight,2013
84000000,Summit Entertainment,USA,Dean Parisot,Action,53262560,RED 2,PG-13,19/7/2013,116,6.7,Bruce Willis,136471,Jon Hoeber,2013
8000000,Exclusive Media Group,USA,John Carney,Comedy,16170632,Begin Again,R,11/7/2014,104,7.4,Keira Knightley,115851,John Carney,2013
38000000,Entertainment One,USA,David Twohy,Action,42025135,Riddick,R,6/9/2013,119,6.4,Vin Diesel,134609,David Twohy,2013
40000000,Chockstone Pictures,USA,Andrew Niccol,Action,26627201,The Host,PG-13,29/3/2013,125,5.9,Saoirse Ronan,98678,Andrew Niccol,2013
5000000,Steel Mill Pictures,UK,Jon S. Baird,Comedy,34321,Filth,R,24/4/2014,97,7.1,James McAvoy,84261,Jon S. Baird,2013
40000000,Warner Bros.,USA,Brian Helgeland,Biography,95001343,42,PG-13,12/4/2013,128,7.5,Chadwick Boseman,71006,Brian Helgeland,2013
92000000,Twentieth Century Fox Film Corporation,USA,John Moore,Action,67349198,A Good Day to Die Hard,R,14/2/2013,98,5.3,Bruce Willis,175817,Skip Woods,2013
130000000,Columbia Pictures,USA,M. Night Shyamalan,Action,60522097,After Earth,PG-13,31/5/2013,100,4.9,Jaden Smith,169422,Gary Whitta,2013
5000000,Sycamore Pictures,USA,Nat Faxon,Comedy,21501098,The Way Way Back,PG-13,26/7/2013,103,7.4,Steve Carell,124197,Nat Faxon,2013
175000000,H2F Entertainment,USA,Carl Rinsch,Action,38362475,47 Ronin,PG-13,25/12/2013,119,6.3,Keanu Reeves,125778,Chris Morgan,2013
18000000,Gravier Productions,USA,Woody Allen,Drama,33405481,Blue Jasmine,PG-13,23/8/2013,98,7.3,Cate Blanchett,164208,Woody Allen,2013
30000000,Follow Through Productions,USA,Lee Daniels,Biography,116632095,Lee Daniels' The Butler,PG-13,16/8/2013,132,7.2,Forest Whitaker,94884,Danny Strong,2013
22000000,Open Road Films (II),USA,Gary Fleder,Action,19783777,Homefront,R,27/11/2013,100,6.5,Jason Statham,90430,Sylvester Stallone,2013
25000000,The Weinstein Company,USA,John Wells,Drama,37738503,August: Osage County,R,10/1/2014,121,7.2,Meryl Streep,73438,Tracy Letts,2013
195000000,New Line Cinema,USA,Bryan Singer,Adventure,65187603,Jack the Giant Slayer,PG-13,1/3/2013,114,6.3,Nicholas Hoult,113861,Darren Lemke,2013
130000000,Universal Pictures,USA,Robert Schwentke,Action,33618855,R.I.P.D.,PG-13,19/7/2013,100,5.6,Ryan Reynolds,99230,Phil Hay,2013
13000000,Relativity Media,USA,Jon Lucas,Comedy,25682380,21 & Over,R,1/3/2013,93,5.9,Miles Teller,64737,Jon Lucas,2013
30000000,FilmDistrict,USA,Niels Arden Oplev,Action,10880926,Dead Man Down,R,8/3/2013,118,6.5,Colin Farrell,57854,J.H. Wyman,2013
11000000,CBS Films,USA,Ethan Coen,Drama,13235319,Inside Llewyn Davis,R,10/1/2014,104,7.5,Oscar Isaac,109079,Joel Coen,2013
35000000,Walt Disney Pictures,USA,John Lee Hancock,Biography,83301580,Saving Mr. Banks,PG-13,20/12/2013,125,7.5,Emma Thompson,128240,Kelly Marcel,2013
35000000,Aggregate Films,USA,Seth Gordon,Comedy,134506920,Identity Thief,R,8/2/2013,111,5.7,Jason Bateman,105070,Craig Mazin,2013
20000000,PathÈ,UK,Danny Boyle,Crime,2319187,Trance,R,3/5/2013,101,7,James McAvoy,99164,Joe Ahearne,2013
61000000,Universal Pictures,USA,Baltasar Korm·kur,Action,75612460,2 Guns,R,2/8/2013,109,6.7,Denzel Washington,168840,Blake Masters,2013
0,StudioCanal,UK,Dan Mazer,Comedy,32514,I Give It a Year,R,8/2/2013,97,5.7,Rose Byrne,31956,Dan Mazer,2013
12000000,Open Road Films (II),USA,Joshua Michael Stern,Biography,16117443,Jobs,PG-13,16/8/2013,128,5.9,Ashton Kutcher,83258,Matt Whiteley,2013
3000000,Faliro House Productions,USA,Richard Linklater,Drama,8114627,Before Midnight,R,14/6/2013,109,7.9,Ethan Hawke,108281,Richard Linklater,2013
15000000,Exclusive Media Group,USA,Ric Roman Waugh,Action,42930462,Snitch,PG-13,22/2/2013,112,6.5,Dwayne Johnson,69553,Justin Haythe,2013
10000000,Millennium Films,USA,Rob Epstein,Biography,356582,Lovelace,R,20/9/2013,93,6.2,Amanda Seyfried,33357,Andy Bellin,2013
8000000,American Zoetrope,USA,Sofia Coppola,Biography,5841046,The Bling Ring,R,21/6/2013,90,5.6,Katie Chang,72810,Sofia Coppola,2013
35000000,Two Ton Films,USA,Justin Zackham,Comedy,21784432,The Big Wedding,R,26/4/2013,100,5.6,Robert De Niro,40708,Justin Zackham,2013
35000000,Incentive Filmed Entertainment,USA,Taylor Hackford,Action,17609982,Parker,R,25/1/2013,118,6.2,Jason Statham,97771,John J. McLaughlin,2013
19000000,Fox 2000 Pictures,USA,Brian Percival,Drama,21488481,The Book Thief,PG-13,27/11/2013,131,7.6,Sophie NÈlisse,108953,Markus Zusak,2013
50000000,Paramount Pictures,USA,Adam McKay,Comedy,127352707,Anchorman 2: The Legend Continues,PG-13,18/12/2013,119,6.3,Will Ferrell,142452,Will Ferrell,2013
105000000,Columbia Pictures,USA,Raja Gosnell,Animation,71017784,The Smurfs 2,PG,31/7/2013,105,5.4,Neil Patrick Harris,30631,J. David Stem,2013
13000000,TriStar Pictures,USA,Brad Anderson,Crime,51872378,The Call,R,15/3/2013,100,6.7,Halle Berry,95726,Richard D'Ovidio,2013
1066167,The Lab of Madness,USA,Jeremy Saulnier,Crime,258113,Blue Ruin,R,9/7/2014,90,7.1,Macon Blair,51447,Jeremy Saulnier,2013
0,Amber Entertainment,UK,Carlo Carlei,Drama,1161089,Romeo & Juliet,PG-13,11/10/2013,113,5.8,Hailee Steinfeld,9141,Julian Fellowes,2013
0,Cinetel Films,USA,Steven R. Monroe,Crime,441,I Spit on Your Grave 2,R,19/1/2014,106,5.7,Jemma Dallender,21070,Neil Elman,2013
30000000,New Line Cinema,USA,Don Scardino,Adventure,22525921,The Incredible Burt Wonderstone,PG-13,15/3/2013,100,5.9,Steve Carell,63722,Jonathan Goldstein,2013
0,Animal Kingdom,USA,Destin Daniel Cretton,Drama,1010414,Short Term 12,R,23/8/2013,96,8,Brie Larson,64478,Destin Daniel Cretton,2013
8500000,Voltage Pictures,UK,Terry Gilliam,Comedy,219438,The Zero Theorem,R,19/8/2014,107,6.1,Christoph Waltz,38378,Pat Rushin,2013
0,Big Beach Films,USA,Jordan Vogt-Roberts,Adventure,1290312,The Kings of Summer,R,23/8/2013,95,7.2,Nick Robinson,67276,Chris Galletta,2013
28000000,CBS Films,USA,Jon Turteltaub,Comedy,63914167,Last Vegas,PG-13,1/11/2013,105,6.6,Robert De Niro,114125,Dan Fogelman,2013
0,Burn Later Productions,USA,Joe Swanberg,Comedy,342936,Drinking Buddies,R,25/7/2013,90,6.1,Olivia Wilde,49646,Joe Swanberg,2013
0,RabbitBandini Productions,USA,Gia Coppola,Drama,750100,Palo Alto,R,9/5/2014,100,6.3,Emma Roberts,22964,Gia Coppola,2013
10900000,DJ Films,UK,Amma Asante,Biography,10726630,Belle,PG,13/6/2014,100,7.4,Gugu Mbatha-Raw,23053,Misan Sagay,2013
0,Killer Films,USA,John Krokidas,Biography,1029949,Kill Your Darlings,R,19/9/2013,104,6.5,Daniel Radcliffe,29273,Austin Bunn,2013
0,Alcove Entertainment,UK,Richard Ayoade,Comedy,200268,The Double,R,4/4/2014,93,6.5,Jesse Eisenberg,39922,Fyodor Dostoevsky,2013
0,BoulderLight Pictures,USA,Eric England,Drama,4105,Contracted,NOT RATED,22/11/2013,84,5.3,Najarra Townsend,11798,Eric England,2013
20000000,Dimension Films,USA,Malcolm D. Lee,Comedy,32015787,Scary Movie 5,PG-13,12/4/2013,88,3.5,Simon Rex,54324,David Zucker,2013
0,Sailor Bear,USA,David Lowery,Crime,387606,Ain't Them Bodies Saints,R,16/8/2013,96,6.4,Rooney Mara,17678,David Lowery,2013
12000000,The Weinstein Company,UK,Stephen Frears,Biography,37707719,Philomena,PG-13,27/11/2013,98,7.6,Judi Dench,82660,Steve Coogan,2013
30000000,Regency Enterprises,USA,Brad Furman,Crime,19316646,Runner Runner,R,4/10/2013,88,5.6,Ben Affleck,55262,Brian Koppelman,2013
9000000,Before The Door Pictures,USA,J.C. Chandor,Action,6263670,All Is Lost,PG-13,7/11/2013,106,6.9,Robert Redford,64524,J.C. Chandor,2013
12000000,Paramount Vantage,USA,Alexander Payne,Adventure,17654912,Nebraska,R,24/1/2014,115,7.7,Bruce Dern,97893,Bob Nelson,2013
50000,erbp,USA,Shane Carruth,Drama,444098,Upstream Color,NOT RATED,3/1/2014,96,6.7,Amy Seimetz,25775,Shane Carruth,2013
8000000,Fox Searchlight Pictures,USA,Nicole Holofcener,Comedy,17536788,Enough Said,PG-13,11/10/2013,93,7.1,Julia Louis-Dreyfus,52358,Nicole Holofcener,2013
